Date,Open,High,Low,Close ,Adj Close ,Volume
,,,,Close price adjusted for splits.,Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,
29-May-25,651.65,653.32,639.5,645.05,643.04,"8,858,800"
28-May-25,642.6,650.88,642.55,643.58,641.58,"9,042,900"
27-May-25,635.41,643.08,632.75,642.32,640.32,"9,508,400"
23-May-25,624,632.45,622.65,627.06,625.11,"8,454,100"
22-May-25,634.05,643.25,630.71,636.57,634.59,"8,228,400"
21-May-25,631.79,646.61,630.17,635.5,633.52,"11,464,600"
20-May-25,636.01,639.35,632.26,637.1,635.12,"6,743,500"
19-May-25,628.25,643,627.8,640.43,638.44,"9,592,400"
16-May-25,637.96,640.44,626.15,640.34,638.35,"18,519,000"
15-May-25,654.28,657.31,638.58,643.88,641.88,"14,341,800"
14-May-25,661.21,662.67,654.31,659.36,657.31,"12,348,200"
13-May-25,645.54,660.92,642.83,656.03,653.99,"18,570,800"
12-May-25,630.92,640.39,621.03,639.43,637.44,"21,965,100"
9-May-25,603.72,606.97,591.71,592.49,590.65,"10,427,300"
8-May-25,606.29,611.3,596.62,598.01,596.15,"14,622,800"
7-May-25,590.36,603.08,586.67,596.81,594.95,"13,139,100"
6-May-25,592.53,596.03,586.58,587.31,585.48,"10,600,700"
5-May-25,591.22,603.21,588.05,599.27,597.41,"13,887,700"
2-May-25,583.46,604.34,578.33,597.02,595.16,"24,739,300"
1-May-25,592.08,592.95,570.5,572.21,570.43,"31,159,000"
30-Apr-25,538.4,549.1,529.5,549,547.29,"29,244,000"
29-Apr-25,546,556.57,544.12,554.44,552.72,"11,835,000"
28-Apr-25,555.64,558.49,540.59,549.74,548.03,"15,179,000"
25-Apr-25,546.8,549.86,536.25,547.27,545.57,"17,098,900"
24-Apr-25,518.73,533.9,517.5,533.15,531.49,"13,910,000"
23-Apr-25,528.53,535.34,516.52,520.27,518.65,"18,173,900"
22-Apr-25,491.87,506.88,486.36,500.28,498.72,"17,399,400"
21-Apr-25,491.33,493.5,479.8,484.66,483.15,"16,166,000"
17-Apr-25,505.25,507.3,498.01,501.48,499.92,"14,593,500"
16-Apr-25,508.51,513.37,495.63,502.31,500.75,"18,735,100"
15-Apr-25,532.11,537.94,517.5,521.52,519.9,"15,558,700"
14-Apr-25,556.17,557.77,528.28,531.48,529.83,"14,130,900"
11-Apr-25,535.51,547.4,528.59,543.57,541.88,"17,642,300"
10-Apr-25,575.49,581.3,535.3,546.29,544.59,"28,173,500"
9-Apr-25,509.27,587.89,502.11,585.77,583.95,"39,216,600"
8-Apr-25,543.25,547.43,502.86,510.45,508.86,"28,034,200"
7-Apr-25,485.1,539.37,481.9,516.25,514.64,"36,606,100"
4-Apr-25,506.62,518,494.2,504.73,503.16,"38,589,800"
3-Apr-25,546.22,552.56,530.3,531.62,529.97,"34,777,500"
2-Apr-25,574.91,592.66,573.36,583.93,582.11,"13,470,800"
1-Apr-25,570.84,589.91,570,586,584.18,"12,836,600"
31-Mar-25,563.5,578.7,553.3,576.36,574.57,"21,124,700"
28-Mar-25,600.31,601.75,573.92,576.74,574.95,"17,602,800"
27-Mar-25,602,614.25,600.1,602.58,600.71,"10,436,500"
26-Mar-25,624.89,626.75,606.61,610.98,609.08,"12,609,800"
25-Mar-25,626.76,633.88,621.18,626.31,624.36,"15,312,500"
24-Mar-25,614.97,622.54,612.2,618.85,616.93,"15,741,300"
21-Mar-25,583.42,597.54,580.95,596.25,594.4,"25,015,900"
20-Mar-25,582.76,610.2,579.51,586,584.18,"24,336,500"
19-Mar-25,584.28,592.32,574.77,584.06,582.24,"20,537,500"
18-Mar-25,600.05,600.25,574.66,582.36,580.55,"20,297,700"
17-Mar-25,607.46,613.1,598,604.9,603.02,"15,473,900"
14-Mar-25,0.525 Dividend ,,,,,
,Dividends on any given ex-date include regular and any special dividends,,,,,
14-Mar-25,602.8,608.86,594.78,607.6,605.71,"12,364,500"
13-Mar-25,620.25,620.5,586.51,590.64,588.28,"16,480,300"
12-Mar-25,629.9,633.33,609.35,619.56,617.08,"15,747,000"
11-Mar-25,595.05,614.93,593.33,605.71,603.29,"17,401,500"
10-Mar-25,608.07,610.11,586.87,597.99,595.6,"21,999,900"
7-Mar-25,625.37,634.79,600.61,625.66,623.16,"21,375,700"
6-Mar-25,648,650.56,624.11,627.93,625.42,"13,446,500"
5-Mar-25,641,659.5,637.66,656.47,653.85,"13,770,000"
4-Mar-25,645.51,649.75,623.65,640,637.44,"21,495,200"
3-Mar-25,673.68,681.25,650.84,655.05,652.43,"10,843,800"
28-Feb-25,658.04,669.63,642.6,668.2,665.53,"17,534,200"
27-Feb-25,682.45,688.65,657.57,658.24,655.61,"12,500,000"
26-Feb-25,659.65,683.01,658,673.7,671.01,"14,488,700"
25-Feb-25,665.97,668,641.86,657.5,654.87,"20,579,700"
24-Feb-25,686.28,687.27,662.45,668.13,665.46,"15,677,000"
21-Feb-25,696.58,703.87,682.36,683.55,680.82,"15,660,400"
20-Feb-25,697.28,705.63,693.64,694.84,692.06,"12,587,400"
19-Feb-25,704.1,707,695.39,703.77,700.96,"17,535,500"
